,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp,Timestamp
0,1,Bitcoin,BTC,bitcoin,10162,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19346768.0,19346768.0,False,,1,,,,2023-04-15T09:48:00.000Z,30454.651843029023,17713714923.27219,-15.559,0.15687367,-1.12674114,8.49260077,23.07433373,39.96384276,47.51933281,589199083727.855,46.164,639547688703.61,,2023-04-15T09:48:00.000Z,,,,,,2023-04-15 09:50:58.557411,
1,1027,Ethereum,ETH,ethereum,6729,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120109686.10816336,120109686.10816336,False,,2,,,,2023-04-15T09:48:00.000Z,2107.04797220804,12017633335.506918,-19.5748,0.54392296,-0.34761744,12.46572204,27.00601681,40.04761022,38.17267892,253076870556.7498,19.8284,253076870556.75,,2023-04-15T09:48:00.000Z,,,,,,2023-04-15 09:50:58.557411,
2,825,Tether,USDT,tether,51276,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,80765305448.28091,83091735571.84532,False,,3,,,,2023-04-15T09:48:00.000Z,1.0007321459504852,33834384524.80148,-11.2102,0.00065301,-0.0052732,0.03258069,-0.19614816,-0.03650811,0.06006339,80824437439.60457,6.3325,83152570849.56,,2023-04-15T09:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2023-04-15 09:50:58.557411,
3,1839,BNB,BNB,bnb,1262,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1']",,155865959.49186018,155865959.49186018,False,,4,,,,2023-04-15T09:48:00.000Z,333.0160788454553,762478007.7142442,-11.7711,0.52068394,-0.05284637,6.62724453,4.23472772,13.88273454,12.9972665,51905870655.46385,4.0669,51905870655.46,,2023-04-15T09:48:00.000Z,,,,,,2023-04-15 09:50:58.557411,
4,3408,USD Coin,USDC,usd-coin,11800,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,31831761945.83679,31831761945.83679,False,,5,,,,2023-04-15T09:48:00.000Z,0.9999644430438034,5309037315.042005,-3.1687,0.01040698,0.00721073,0.00755355,0.05457358,-0.00694741,-0.00367797,31830630105.271618,2.494,31830630105.27,,2023-04-15T09:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2023-04-15 09:50:58.557411,
5,52,XRP,XRP,xrp,932,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,51750810378.0,99988998998.0,False,,6,,,,2023-04-15T09:48:00.000Z,0.5226704019729956,1053587692.7697258,-25.1873,0.24921109,-1.68164437,2.35577079,43.35827743,41.68020153,36.56643034,27048616862.697533,2.1193,52267040197.3,,2023-04-15T09:48:00.000Z,,,,,,2023-04-15 09:50:58.557411,
6,2010,Cardano,ADA,cardano,766,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1']",45000000000.0,34777541113.971,35677745726.912,False,,7,,,,2023-04-15T09:48:00.000Z,0.44839240042888534,577481102.7644364,-17.2349,0.30548279,2.45302605,15.0154001,36.42877691,24.43954186,30.93469918,15593985141.107708,1.2218,20177658019.3,,2023-04-15T09:48:00.000Z,,,,,,2023-04-15 09:50:58.557411,
7,74,Dogecoin,DOGE,dogecoin,684,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,138946096383.7052,138946096383.7052,False,,8,,,,2023-04-15T09:48:00.000Z,0.08966033888123032,741016414.5168711,-32.0106,0.74975071,-0.3915639,7.74640396,26.46820205,9.9372708,7.23617573,12457954087.987099,0.9761,12457954087.99,,2023-04-15T09:48:00.000Z,,,,,,2023-04-15 09:50:58.557411,
8,3890,Polygon,MATIC,polygon,654,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,9219469069.28493,10000000000.0,False,,9,,,,2023-04-15T09:48:00.000Z,1.1605028860443072,403231681.7059245,-19.0839,0.70127109,-1.57083236,3.90033529,1.68307395,-1.35115813,20.75556686,10699220462.701384,0.8383,11605028860.44,,2023-04-15T09:48:00.000Z,,,,,,2023-04-15 09:50:58.557411,
9,5426,Solana,SOL,solana,455,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1']",,391874958.00938195,539312704.8875339,False,,10,,,,2023-04-15T09:48:00.000Z,24.44673050174696,592450710.2042112,-35.3252,0.61455632,-2.52378179,18.57356369,23.83257773,16.38223403,9.09238972,9580061488.838766,0.7506,13184432352.55,,2023-04-15T09:48:00.000Z,,,,,,2023-04-15 09:50:58.557411,
10,6636,Polkadot,DOT,polkadot-new,497,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1176237934.3380146,1302716811.6431944,False,,11,,,,2023-04-15T09:48:00.000Z,6.7795345692416795,241237732.19644785,-11.5281,0.92998011,0.40238325,9.40189278,11.95380843,11.15550528,15.07432607,7974345737.497994,0.6248,8831813658.47,,2023-04-15T09:48:00.000Z,,,,,,2023-04-15 09:50:58.557411,
11,2,Litecoin,LTC,litecoin,903,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,72708701.8210035,84000000.0,False,,12,,,,2023-04-15T09:48:00.000Z,96.46056600248134,595287601.5842165,-20.4659,0.38875404,-1.00347158,6.12770427,21.30301705,5.54073464,11.74055176,7013522530.959643,0.5495,8102687544.21,,2023-04-15T09:48:00.000Z,,,,,,2023-04-15 09:50:58.557411,
12,4687,Binance USD,BUSD,binance-usd,6608,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,6681120001.193376,6681120001.193376,False,,13,,,,2023-04-15T09:48:00.000Z,1.000572201663298,3587799359.543846,-6.2431,0.01465853,0.0168312,0.07013306,0.07824365,0.11166428,0.06348682,6684942949.170753,0.5238,6684942949.17,,2023-04-15T09:48:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2023-04-15 09:50:58.557411,
13,5994,Shiba Inu,SHIB,shiba-inu,504,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589536819759861.4,589605111470794.8,False,,14,,,,2023-04-15T09:48:00.000Z,1.1225692944176879e-05,230432444.03070453,-10.4999,0.22261774,-0.31813793,2.2188889,7.00731237,-9.37491568,12.96902685,6617959317.910752,0.5185,6618725939.69,,2023-04-15T09:48:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-04-15 09:50:58.557411,
14,5805,Avalanche,AVAX,avalanche,402,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'layer-1']",720000000.0,326194589.73311615,422257309.73311615,False,,15,,,,2023-04-15T09:48:00.000Z,19.293289773730162,222344722.31581548,-11.2347,0.74171544,0.99274117,9.03594043,21.54924566,10.01358657,19.26322392,6293366742.344035,0.4931,13891168637.09,,2023-04-15T09:48:00.000Z,,,,,,2023-04-15 09:50:58.557411,
0,1,Bitcoin,BTC,bitcoin,10162,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19346768.0,19346768.0,False,,1,,,,2023-04-15T09:50:00.000Z,30454.402944943053,17730621077.34733,-15.4099,0.17800567,-1.09988633,8.49619798,22.97127585,39.90863668,47.51014539,589194268354.33,46.1551,639542461843.8,,2023-04-15T09:50:00.000Z,,,,,,,2023-04-15 09:51:56.655564
1,1027,Ethereum,ETH,ethereum,6729,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120109686.10816336,120109686.10816336,False,,2,,,,2023-04-15T09:50:00.000Z,2106.549908037895,12023418622.552145,-19.431,0.56738717,-0.29426809,12.43775774,26.97066654,39.94970528,38.12040603,253017048225.61194,19.8222,253017048225.61,,2023-04-15T09:50:00.000Z,,,,,,,2023-04-15 09:51:56.655564
2,825,Tether,USDT,tether,51276,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,80765305448.28091,83091735571.84532,False,,3,,,,2023-04-15T09:50:00.000Z,1.0007606616396854,33850604326.85613,-11.1107,0.00497744,-0.01182364,0.03102831,-0.22012712,-0.02403284,0.06211183,80826740517.9529,6.3322,83154940267.67,,2023-04-15T09:50:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,,2023-04-15 09:51:56.655564
3,1839,BNB,BNB,bnb,1262,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1']",,155865959.49186018,155865959.49186018,False,,4,,,,2023-04-15T09:50:00.000Z,333.15537711137614,763194335.2594744,-11.7541,0.62760319,0.00778436,6.66256436,4.49216187,13.82710698,12.97948505,51927582513.33716,4.0686,51927582513.34,,2023-04-15T09:50:00.000Z,,,,,,,2023-04-15 09:51:56.655564
4,3408,USD Coin,USDC,usd-coin,11800,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,31831761945.83679,31831761945.83679,False,,5,,,,2023-04-15T09:50:00.000Z,0.9999453535261297,5307777065.870192,-3.1929,0.00547066,-0.00213815,-0.00049085,0.01307383,-0.01046691,-0.00938466,31830022452.289368,2.4939,31830022452.29,,2023-04-15T09:50:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,2023-04-15 09:51:56.655564
5,52,XRP,XRP,xrp,932,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,51750810378.0,99988998998.0,False,,6,,,,2023-04-15T09:50:00.000Z,0.5227085516568992,1052721258.2100338,-25.2583,0.30260474,-1.63731047,2.36256435,43.66802446,41.6206062,36.56004533,27050591139.75521,2.1195,52270855165.69,,2023-04-15T09:50:00.000Z,,,,,,,2023-04-15 09:51:56.655564
6,2010,Cardano,ADA,cardano,766,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1']",45000000000.0,34777541113.971,35677745726.912,False,,7,,,,2023-04-15T09:50:00.000Z,0.44880629738643074,577718875.5096322,-17.1728,0.33383144,2.65178168,15.14404736,37.21731432,24.49508663,30.8532222,15608379459.565691,1.2228,20196283382.39,,2023-04-15T09:50:00.000Z,,,,,,,2023-04-15 09:51:56.655564
7,74,Dogecoin,DOGE,dogecoin,684,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,138946096383.7052,138946096383.7052,False,,8,,,,2023-04-15T09:50:00.000Z,0.08963596693162741,741511279.6588018,-31.8824,0.77693088,-0.30662892,7.78927459,26.71425505,9.83211015,7.12877654,12454567700.728514,0.9758,12454567700.73,,2023-04-15T09:50:00.000Z,,,,,,,2023-04-15 09:51:56.655564
8,3890,Polygon,MATIC,polygon,654,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,9219469069.28493,10000000000.0,False,,9,,,,2023-04-15T09:50:00.000Z,1.1610689654269248,403168576.39149,-19.1355,0.81639129,-1.48939233,3.93848341,2.01285076,-1.38172533,20.73058497,10704439414.060186,0.8387,11610689654.27,,2023-04-15T09:50:00.000Z,,,,,,,2023-04-15 09:51:56.655564
9,5426,Solana,SOL,solana,455,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1']",,391874958.00938195,539312704.8875339,False,,10,,,,2023-04-15T09:50:00.000Z,24.433978072205893,592513218.5881734,-35.2705,0.61999783,-2.4852129,18.50598519,24.39838379,16.0639681,8.90817084,9575064131.047844,0.7501,13177554805.28,,2023-04-15T09:50:00.000Z,,,,,,,2023-04-15 09:51:56.655564
10,6636,Polkadot,DOT,polkadot-new,497,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1176237934.3380146,1302716811.6431944,False,,11,,,,2023-04-15T09:50:00.000Z,6.778605044493093,241222937.5999945,-11.6807,0.96374357,0.3978613,9.40116471,12.27390869,11.05858752,14.8183741,7973252395.227801,0.6247,8830602750.95,,2023-04-15T09:50:00.000Z,,,,,,,2023-04-15 09:51:56.655564
11,2,Litecoin,LTC,litecoin,903,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,72708701.8210035,84000000.0,False,,12,,,,2023-04-15T09:50:00.000Z,96.44928260256489,595433133.2096798,-20.4474,0.42229992,-0.97916621,6.11434823,21.73473157,5.46030282,11.73368977,7012702129.599591,0.5495,8101739738.62,,2023-04-15T09:50:00.000Z,,,,,,,2023-04-15 09:51:56.655564
12,4687,Binance USD,BUSD,binance-usd,6608,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem']",,6681120001.193376,6681120001.193376,False,,13,,,,2023-04-15T09:50:00.000Z,1.0006748854698047,3589468806.042588,-6.1938,0.02512067,0.0302407,0.07576309,0.05598814,0.12345674,0.06985632,6685628992.004202,0.5238,6685628992.0,,2023-04-15T09:50:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,,2023-04-15 09:51:56.655564
13,5994,Shiba Inu,SHIB,shiba-inu,504,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589536819759861.4,589605111470794.8,False,,14,,,,2023-04-15T09:50:00.000Z,1.1227355750849192e-05,230015199.1362345,-10.6548,0.28484277,-0.31284073,2.23106973,7.24957053,-9.4348449,12.99228293,6618939603.668223,0.5186,6619706339.0,,2023-04-15T09:50:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,,2023-04-15 09:51:56.655564
14,5805,Avalanche,AVAX,avalanche,402,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'layer-1']",720000000.0,326194589.73311615,422257309.73311615,False,,15,,,,2023-04-15T09:50:00.000Z,19.286341923635067,222354759.23119172,-11.1061,0.73958403,0.96327238,9.00277966,22.01962672,9.92166871,18.99937587,6291100391.2327385,0.4929,13886166185.02,,2023-04-15T09:50:00.000Z,,,,,,,2023-04-15 09:51:56.655564
0,1,Bitcoin,BTC,bitcoin,10162,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'btc-ecosystem']",21000000.0,19346768.0,19346768.0,False,,1,,,,2023-04-15T09:51:00.000Z,30469.12494935231,17729719850.91213,-15.4142,0.26736823,-1.0483305,8.54775376,23.12898811,39.96608938,47.57241957,589479091558.1309,46.1774,639851623936.4,,2023-04-15T09:51:00.000Z,,,,,,,2023-04-15 09:52:57.692977
1,1027,Ethereum,ETH,ethereum,6729,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120109686.10816336,120109686.10816336,False,,2,,,,2023-04-15T09:51:00.000Z,2108.5364961638634,12022903583.997,-19.4344,0.63078858,-0.19202996,12.53775227,27.15092961,40.07297817,38.24829642,253255656701.8482,19.8409,253255656701.85,,2023-04-15T09:51:00.000Z,,,,,,,2023-04-15 09:52:57.692977
2,825,Tether,USDT,tether,51276,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,80765305448.28091,83091735571.84532,False,,3,,,,2023-04-15T09:51:00.000Z,1.000600873935049,33851862171.102352,-11.1074,0.01421769,-0.02137265,0.01718789,-0.23726251,-0.0456697,0.04534586,80813835215.18105,6.3312,83141663229.97,,2023-04-15T09:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,,2023-04-15 09:52:57.692977
3,1839,BNB,BNB,bnb,1262,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1']",,155865959.49186018,155865959.49186018,False,,4,,,,2023-04-15T09:51:00.000Z,333.18707978707215,763374020.7905563,-11.7333,0.63030356,0.0178429,6.67268666,4.51176926,13.82519039,12.99009683,51932523881.30297,4.0682,51932523881.3,,2023-04-15T09:51:00.000Z,,,,,,,2023-04-15 09:52:57.692977
4,3408,USD Coin,USDC,usd-coin,11800,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,31831761945.83679,31831761945.83679,False,,5,,,,2023-04-15T09:51:00.000Z,0.9998389444223998,5308005693.190786,-3.1887,0.01586426,-0.00811247,-0.00995642,-0.00294965,-0.02160198,-0.01761797,31826635263.03057,2.4932,31826635263.03,,2023-04-15T09:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,2023-04-15 09:52:57.692977
5,52,XRP,XRP,xrp,932,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,51750810378.0,99988998998.0,False,,6,,,,2023-04-15T09:51:00.000Z,0.522720919759352,1052825143.797753,-25.2509,0.3105807,-1.63318009,2.3648214,43.67109452,41.59878043,36.55995153,27051231199.07998,2.1191,52272091975.94,,2023-04-15T09:51:00.000Z,,,,,,,2023-04-15 09:52:57.692977
6,2010,Cardano,ADA,cardano,766,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1']",45000000000.0,34777541113.971,35677745726.912,False,,7,,,,2023-04-15T09:51:00.000Z,0.44881006203310175,577791498.0055547,-17.1624,0.33377129,2.65220009,15.14547233,37.13266199,24.49851989,30.84888746,15608510384.720072,1.2228,20196452791.49,,2023-04-15T09:51:00.000Z,,,,,,,2023-04-15 09:52:57.692977
7,74,Dogecoin,DOGE,dogecoin,684,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,138946096383.7052,138946096383.7052,False,,8,,,,2023-04-15T09:51:00.000Z,0.08964003955174729,741631608.2445269,-31.8714,0.78432677,-0.28892882,7.79782291,26.71290984,9.82456152,7.12286533,12455133575.396225,0.9757,12455133575.4,,2023-04-15T09:51:00.000Z,,,,,,,2023-04-15 09:52:57.692977
